om, year, month, day, date, time, timezone, state, state_fips, state_number, knots, injuries, fatalities, loss, crop_loss, latitude, longitude, endlat, endlon, length, width, zs,zn,zg,z_fips1, z_fips2, , z_fips4, mt
456490,2013,5,23,2013-05-23,18:58:00,3,TX,48,0,56,0,0,0,0,32.73,-99.45,32.73,-99.45,0,0,0,0,0,417,0,0,0,EG
455720,2013,5,23,2013-05-23,19:00:00,3,TX,48,0,52,0,0,0,0,32.43,-99.68,32.43,-99.68,0,0,0,0,0,441,0,0,0,MG
452438,2013,5,23,2013-05-23,19:20:00,3,TX,48,0,52,0,0,0,0,32.4,-99.4,32.4,-99.4,0,0,0,0,0,59,0,0,0,EG
455749,2013,5,23,2013-05-23,19:20:00,3,TX,48,0,60,0,0,0,0,32.47,-99.71,32.47,-99.71,0,0,0,0,0,441,0,0,0,EG
455719,2013,5,23,2013-05-23,19:23:00,3,TX,48,0,52,0,0,0,0,32.4,-99.4,32.4,-99.4,0,0,0,0,0,59,0,0,0,EG
455746,2013,5,23,2013-05-23,19:25:00,3,TX,48,0,57,0,0,0,0,32.45,-99.73,32.45,-99.73,0,0,0,0,0,441,0,0,0,EG
455747,2013,5,23,2013-05-23,19:26:00,3,TX,48,0,60,0,0,0,0,32.39,-99.73,32.39,-99.73,0,0,0,0,0,441,0,0,0,EG
455748,2013,5,23,2013-05-23,19:26:00,3,TX,48,0,60,0,0,0,0,32.3921,-99.73,32.3921,-99.73,0,0,0,0,0,441,0,0,0,EG
455745,2013,5,23,2013-05-23,19:28:00,3,TX,48,0,60,0,0,0,0,32.45,-99.7737,32.45,-99.7737,0,0,0,0,0,441,0,0,0,EG
450527,2013,5,23,2013-05-23,19:30:00,3,TX,48,0,61,0,0,0.0005,0,32.25,-101.384,32.25,-101.384,0,0,0,0,0,227,0,0,0,EG
450528,2013,5,23,2013-05-23,19:30:00,3,TX,48,0,61,0,0,0.008,0,32.3012,-101.41,32.3012,-101.41,0,0,0,0,0,227,0,0,0,EG
455727,2013,5,23,2013-05-23,19:36:00,3,TX,48,0,54,0,0,0,0,32.43,-99.68,32.43,-99.68,0,0,0,0,0,441,0,0,0,MG
455723,2013,5,23,2013-05-23,19:38:00,3,TX,48,0,52,0,0,0,0,32.4,-99.5,32.4,-99.5,0,0,0,0,0,59,0,0,0,EG
455724,2013,5,23,2013-05-23,19:39:00,3,TX,48,0,55,0,0,0,0,32.34,-99.68,32.34,-99.68,0,0,0,0,0,441,0,0,0,EG
455725,2013,5,23,2013-05-23,19:40:00,3,TX,48,0,54,0,0,0,0,32.43,-99.68,32.43,-99.68,0,0,0,0,0,441,0,0,0,MG
455737,2013,5,23,2013-05-23,19:48:00,3,TX,48,0,60,0,0,0,0,32.4,-99.5,32.4,-99.5,0,0,0,0,0,59,0,0,0,EG
454096,2013,5,23,2013-05-23,19:55:00,3,FL,12,0,52,0,0,0,0,27.1291,-80.8935,27.1291,-80.8935,0,0,0,0,0,43,0,0,0,EG
455741,2013,5,23,2013-05-23,20:30:00,3,TX,48,0,56,0,0,0,0,32.4,-99.5,32.4,-99.5,0,0,0,0,0,59,0,0,0,EG
455743,2013,5,23,2013-05-23,20:30:00,3,TX,48,0,60,0,0,0,0,32.49,-99.78,32.49,-99.78,0,0,0,0,0,441,0,0,0,EG
455896,2013,5,23,2013-05-23,20:45:00,3,MD,24,0,52,0,0,0,0.00025,39.0159,-77.0532,39.0159,-77.0532,0,0,0,0,0,31,0,0,0,EG
455765,2013,5,23,2013-05-23,21:00:00,3,TX,48,0,52,0,0,0,0,31.87,-99.55,31.87,-99.55,0,0,0,0,0,83,0,0,0,EG
455880,2013,5,23,2013-05-23,21:18:00,3,MD,24,0,52,0,0,0.001,0.00025,38.5341,-76.9705,38.5341,-76.9705,0,0,0,0,0,17,0,0,0,EG
455768,2013,5,23,2013-05-23,22:05:00,3,TX,48,0,55,0,0,0,0,31.61,-100.59,31.61,-100.59,0,0,0,0,0,451,0,0,0,EG
457129,2013,5,24,2013-05-24,16:45:00,3,FL,12,0,52,0,0,0,0,26.3366,-81.4405,26.3366,-81.4405,0,0,0,0,0,21,0,0,0,EG
448433,2013,5,24,2013-05-24,18:29:00,3,KS,20,0,50,0,0,0,0,39.37,-101.7,39.37,-101.7,0,0,0,0,0,181,0,0,0,MG
451574,2013,5,24,2013-05-24,18:30:00,3,OK,40,0,56,0,0,0,0,35.55,-99.75,35.55,-99.75,0,0,0,0,0,129,0,0,0,MG
442220,2013,5,24,2013-05-24,18:56:00,3,NM,35,0,61,0,0,0,0,33.31,-104.51,33.31,-104.51,0,0,0,0,0,5,0,0,0,MG
449458,2013,5,24,2013-05-24,22:30:00,3,NE,31,0,52,0,0,0.025,0,41.28,-98.98,41.28,-98.98,0,0,0,0,0,163,0,0,0,EG
448436,2013,5,24,2013-05-24,23:08:00,3,NE,31,0,50,0,0,0,0,40.2,-100.62,40.2,-100.62,0,0,0,0,0,145,0,0,0,MG
445925,2013,5,25,2013-05-25,13:35:00,3,ND,38,0,52,0,0,0,0,46.76,-102.78,46.76,-102.78,0,0,0,0,0,89,0,0,0,MG
445722,2013,5,25,2013-05-25,15:55:00,3,SD,46,0,52,0,0,0,0,45.8965,-102.726,45.8965,-102.726,0,0,0,0,0,105,0,0,0,EG
442417,2013,5,25,2013-05-25,16:37:00,3,NM,35,0,56,0,0,0,0,33.65,-104.32,33.65,-104.32,0,0,0,0,0,5,0,0,0,MG
445778,2013,5,25,2013-05-25,16:55:00,3,WY,56,0,52,0,0,0,0,44.08,-104.25,44.08,-104.25,0,0,0,0,0,45,0,0,0,EG
445941,2013,5,25,2013-05-25,17:00:00,3,ND,38,0,61,0,0,0,0,46.4,-101.72,46.4,-101.72,0,0,0,0,0,37,0,0,0,EG
448172,2013,5,25,2013-05-25,17:11:00,3,NM,35,0,52,0,0,0,0,32.3476,-104.23,32.3476,-104.23,0,0,0,0,0,15,0,0,0,EG
442418,2013,5,25,2013-05-25,17:59:00,3,NM,35,0,52,0,0,0,0,34.63,-103.16,34.63,-103.16,0,0,0,0,0,9,0,0,0,EG
448208,2013,5,25,2013-05-25,18:45:00,3,NM,35,0,52,0,0,0.5,0,32.9223,-103.347,32.7226,-103.149,0,0,0,0,0,25,0,0,0,EG
448188,2013,5,25,2013-05-25,19:05:00,3,NM,35,0,52,0,0,0,0,32.93,-103.35,32.93,-103.35,0,0,0,0,0,25,0,0,0,EG
448185,2013,5,25,2013-05-25,19:15:00,3,NM,35,0,50,0,0,0,0,32.6591,-103.179,32.6591,-103.179,0,0,0,0,0,25,0,0,0,MG
448264,2013,5,25,2013-05-25,19:15:00,3,NM,35,0,52,0,0,0.3,0,32.7,-103.13,32.7,-103.13,0,0,0,0,0,25,0,0,0,EG
454338,2013,5,25,2013-05-25,19:44:00,3,TX,48,0,53,0,0,0,0,35.1904,-102.018,35.1912,-101.981,0,0,0,0,0,375,0,0,0,MG
445767,2013,5,25,2013-05-25,21:38:00,3,SD,46,0,52,0,0,0,0,45.5447,-103.084,45.5447,-103.084,0,0,0,0,0,63,0,0,0,EG
445775,2013,5,25,2013-05-25,23:16:00,3,SD,46,0,56,0,0,0,0,45.03,-102.02,45.03,-102.02,0,0,0,0,0,93,0,0,0,MG
445770,2013,5,25,2013-05-25,23:50:00,3,SD,46,0,61,0,0,0.01,0,45.2543,-102.314,45.2543,-102.314,0,0,0,0,0,105,0,0,0,EG
449527,2013,5,26,2013-05-26,00:24:00,3,KS,20,0,58,0,0,0.025,0,39.75,-98.78,39.75,-98.78,0,0,0,0,0,183,0,0,0,MG
445771,2013,5,26,2013-05-26,00:30:00,3,SD,46,0,54,0,0,0,0,45.4364,-102.165,45.4364,-102.165,0,0,0,0,0,105,0,0,0,MG
445772,2013,5,26,2013-05-26,00:34:00,3,SD,46,0,52,0,0,0,0,45.03,-102.02,45.03,-102.02,0,0,0,0,0,93,0,0,0,MG
453674,2013,5,26,2013-05-26,04:35:00,3,SD,46,0,56,0,0,0,0,45.92,-101.35,45.92,-101.35,0,0,0,0,0,31,0,0,0,MG
445250,2013,5,26,2013-05-26,14:45:00,3,AR,5,0,52,0,0,0.005,0,33.6,-92.74,33.6,-92.74,0,0,0,0,0,103,0,0,0,EG
444259,2013,5,26,2013-05-26,22:30:00,3,NE,31,0,50,0,0,0,0,42.04,-97.83,42.04,-97.83,0,0,0,0,0,119,0,0,0,EG
444274,2013,5,26,2013-05-26,23:12:00,3,NE,31,0,50,0,0,0,0,42.03,-97.42,42.03,-97.42,0,0,0,0,0,119,0,0,0,EG
444261,2013,5,26,2013-05-26,23:39:00,3,NE,31,0,50,0,0,0,0,41.95,-97.22,41.95,-97.22,0,0,0,0,0,167,0,0,0,MG
444262,2013,5,27,2013-05-27,00:37:00,3,NE,31,0,67,0,0,0,0,41.44,-96.49,41.44,-96.49,0,0,0,0,0,53,0,0,0,MG
444264,2013,5,27,2013-05-27,01:25:00,3,NE,31,0,58,0,0,0,0,41.28,-96.01,41.3156,-95.9522,0,0,0,0,0,55,0,0,0,MG
452265,2013,5,27,2013-05-27,04:45:00,3,MO,29,0,52,0,0,0.0005,0,40.01,-94.52,40.01,-94.52,0,0,0,0,0,63,0,0,0,EG
452926,2013,5,27,2013-05-27,13:37:00,3,IL,17,0,61,0,0,0.002,0,39.58,-89.75,39.58,-89.75,0,0,0,0,0,167,0,0,0,EG
452932,2013,5,27,2013-05-27,13:43:00,3,IL,17,0,52,0,0,0,0,39.67,-89.7,39.67,-89.7,0,0,0,0,0,167,0,0,0,EG
452938,2013,5,27,2013-05-27,13:45:00,3,IL,17,0,52,0,0,0.005,0,39.67,-89.66,39.67,-89.66,0,0,0,0,0,167,0,0,0,EG
452940,2013,5,27,2013-05-27,13:47:00,3,IL,17,0,52,0,0,0.002,0,39.73,-89.67,39.73,-89.67,0,0,0,0,0,167,0,0,0,EG
452937,2013,5,27,2013-05-27,13:48:00,3,IL,17,0,61,0,0,0.003,0,39.77,-89.63,39.77,-89.63,0,0,0,0,0,167,0,0,0,EG
452933,2013,5,27,2013-05-27,13:52:00,3,IL,17,0,52,0,0,0,0,39.83,-89.65,39.83,-89.65,0,0,0,0,0,167,0,0,0,EG
452928,2013,5,27,2013-05-27,13:53:00,3,IL,17,0,61,0,0,0.25,0,39.79,-89.63,39.79,-89.63,0,0,0,0,0,167,0,0,0,EG
452935,2013,5,27,2013-05-27,13:54:00,3,IL,17,0,61,0,0,0.008,0,39.82,-89.57,39.82,-89.57,0,0,0,0,0,167,0,0,0,EG
452927,2013,5,27,2013-05-27,13:55:00,3,IL,17,0,61,0,0,0.05,0,39.75,-89.6,39.75,-89.6,0,0,0,0,0,167,0,0,0,EG
452939,2013,5,27,2013-05-27,13:55:00,3,IL,17,0,61,0,0,0.035,0,39.74,-89.62,39.74,-89.62,0,0,0,0,0,167,0,0,0,EG
452955,2013,5,27,2013-05-27,13:55:00,3,IL,17,0,52,0,0,0.002,0,39.7599,-89.6284,39.7599,-89.6284,0,0,0,0,0,167,0,0,0,EG
452931,2013,5,27,2013-05-27,14:00:00,3,IL,17,0,70,0,0,0.415,0,39.83,-89.54,39.83,-89.54,0,0,0,0,0,167,0,0,0,EG
452943,2013,5,27,2013-05-27,14:00:00,3,IL,17,0,61,0,0,0.006,0,39.65,-89.38,39.65,-89.38,0,0,0,0,0,21,0,0,0,EG
452929,2013,5,27,2013-05-27,14:15:00,3,IL,17,0,61,0,0,0.002,0,39.7,-89.12,39.7,-89.12,0,0,0,0,0,115,0,0,0,EG
452930,2013,5,27,2013-05-27,14:16:00,3,IL,17,0,61,0,0,0.022,0,40.42,-89.42,40.42,-89.42,0,0,0,0,0,167,0,0,0,EG
452953,2013,5,27,2013-05-27,14:20:00,3,IL,17,0,61,0,0,0.09,0,39.85,-89.17,39.85,-89.17,0,0,0,0,0,115,0,0,0,EG
448798,2013,5,27,2013-05-27,14:33:00,3,WY,56,0,61,0,0,0,0,44.57,-106.89,44.57,-106.89,0,0,0,0,0,33,0,0,0,EG
452946,2013,5,27,2013-05-27,14:33:00,3,IL,17,0,61,0,0,0.035,0,39.93,-88.95,39.93,-88.95,0,0,0,0,0,115,0,0,0,EG
452950,2013,5,27,2013-05-27,14:34:00,3,IL,17,0,61,0,0,0.002,0,39.93,-89.07,39.93,-89.07,0,0,0,0,0,115,0,0,0,EG
452944,2013,5,27,2013-05-27,14:35:00,3,IL,17,0,52,0,0,0.03,0,39.85,-88.93,39.85,-88.93,0,0,0,0,0,115,0,0,0,EG
452948,2013,5,27,2013-05-27,14:52:00,3,IL,17,0,52,0,0,0,0,39.98,-88.82,39.98,-88.82,0,0,0,0,0,115,0,0,0,EG
452951,2013,5,27,2013-05-27,15:00:00,3,IL,17,0,52,0,0,0.002,0,40.03,-88.57,40.03,-88.57,0,0,0,0,0,147,0,0,0,EG
456570,2013,5,27,2013-05-27,15:35:00,3,IN,18,0,56,0,0,0.012,0,40.277,-85.8419,40.277,-85.8419,0,0,0,0,0,95,0,0,0,EG
456574,2013,5,27,2013-05-27,15:45:00,3,IN,18,0,56,0,0,0.018,0,40.25,-85.77,40.25,-85.77,0,0,0,0,0,95,0,0,0,EG
448098,2013,5,27,2013-05-27,16:20:00,3,CO,8,0,52,0,0,0,0,40.96,-103.12,40.96,-103.12,0,0,0,0,0,75,0,0,0,MG
450319,2013,5,27,2013-05-27,17:04:00,3,KS,20,0,52,0,0,0,0,39.88,-99.05,39.88,-99.05,0,0,0,0,0,183,0,0,0,EG
443310,2013,5,27,2013-05-27,17:10:00,3,TX,48,0,52,0,0,0,0,34.69,-100.11,34.69,-100.11,0,0,0,0,0,75,0,0,0,EG
449337,2013,5,27,2013-05-27,17:30:00,3,SD,46,0,52,0,0,0,0,44.2499,-102.064,44.2499,-102.064,0,0,0,0,0,103,0,0,0,EG
451593,2013,5,27,2013-05-27,17:30:00,3,OK,40,0,61,0,0,0,0,35,-99.68,35,-99.68,0,0,0,0,0,55,0,0,0,EG
451595,2013,5,27,2013-05-27,17:45:00,3,OK,40,0,56,0,0,0,0,35.19,-99.8,35.19,-99.8,0,0,0,0,0,9,0,0,0,MG
451596,2013,5,27,2013-05-27,17:58:00,3,OK,40,0,52,0,0,0,0,35.3,-99.63,35.3,-99.63,0,0,0,0,0,9,0,0,0,EG
451599,2013,5,27,2013-05-27,18:10:00,3,OK,40,0,56,0,0,0,0,35.55,-99.75,35.55,-99.75,0,0,0,0,0,129,0,0,0,MG
451586,2013,5,27,2013-05-27,18:15:00,3,OK,40,0,56,0,0,0.01,0,35.41,-99.29,35.41,-99.29,0,0,0,0,0,149,0,0,0,EG
450256,2013,5,27,2013-05-27,18:16:00,3,NE,31,0,64,0,0,0,0,40.3757,-98.2795,40.3757,-98.2795,0,0,0,0,0,1,0,0,0,MG
451598,2013,5,27,2013-05-27,18:18:00,3,OK,40,0,61,0,0,0.015,0,35.53,-98.91,35.53,-98.91,0,0,0,0,0,39,0,0,0,MG
451601,2013,5,27,2013-05-27,18:18:00,3,OK,40,0,61,0,0,0,0,35.36,-99.19,35.36,-99.19,0,0,0,0,0,149,0,0,0,MG
450040,2013,5,27,2013-05-27,18:35:00,3,NE,31,0,50,0,0,0,0,41.13,-101.74,41.13,-101.74,0,0,0,0,0,101,0,0,0,MG
451588,2013,5,27,2013-05-27,18:36:00,3,OK,40,0,65,0,0,0.04,0,35.51,-98.92,35.51,-98.92,0,0,0,0,0,39,0,0,0,EG
451589,2013,5,27,2013-05-27,18:42:00,3,OK,40,0,56,0,0,0.03,0,35.51,-98.9,35.51,-98.9,0,0,0,0,0,39,0,0,0,EG
451592,2013,5,27,2013-05-27,18:42:00,3,OK,40,0,61,0,0,0.002,0,35.51,-98.97,35.51,-98.97,0,0,0,0,0,39,0,0,0,EG
451602,2013,5,27,2013-05-27,18:42:00,3,OK,40,0,56,0,0,0.005,0,35.53,-98.95,35.53,-98.95,0,0,0,0,0,39,0,0,0,EG
450301,2013,5,27,2013-05-27,18:50:00,3,NE,31,0,78,0,0,6,0,40.3693,-97.9103,40.4,-97.87,0,0,0,0,0,35,0,0,0,EG
451600,2013,5,27,2013-05-27,18:55:00,3,OK,40,0,68,0,0,0,0,35.53,-98.95,35.53,-98.95,0,0,0,0,0,39,0,0,0,MG
450299,2013,5,27,2013-05-27,18:59:00,3,NE,31,0,78,0,0,0.004,0,40.32,-97.781,40.3351,-97.5641,0,0,0,0,0,169,0,0,0,EG
450300,2013,5,27,2013-05-27,19:00:00,3,NE,31,0,78,0,0,6,0,40.352,-97.767,40.42,-97.45,0,0,0,0,0,59,0,0,0,EG
445354,2013,5,27,2013-05-27,19:22:00,3,NE,31,0,61,0,0,0,0,40.36,-97.34,40.36,-97.34,0,0,0,0,0,151,0,0,0,EG
445353,2013,5,27,2013-05-27,20:18:00,3,NE,31,0,52,0,0,0,0,40.27,-96.75,40.27,-96.75,0,0,0,0,0,67,0,0,0,EG
449354,2013,5,27,2013-05-27,20:40:00,3,SD,46,0,53,0,0,0,0,43.898,-101.104,43.898,-101.104,0,0,0,0,0,71,0,0,0,MG
453688,2013,5,27,2013-05-27,21:57:00,3,SD,46,0,52,0,0,0,0,43.91,-100.06,43.91,-100.06,0,0,0,0,0,85,0,0,0,EG
453695,2013,5,27,2013-05-27,21:57:00,3,SD,46,0,71,0,0,0,0,43.91,-100.06,43.91,-100.06,0,0,0,0,0,85,0,0,0,MG
445356,2013,5,27,2013-05-27,22:00:00,3,NE,31,0,50,0,0,0,0,40.24,-95.68,40.24,-95.68,0,0,0,0,0,147,0,0,0,EG
445355,2013,5,27,2013-05-27,22:03:00,3,NE,31,0,50,0,0,0,0,40.07,-95.6,40.07,-95.6,0,0,0,0,0,147,0,0,0,MG
452256,2013,5,27,2013-05-27,22:10:00,3,MO,29,0,61,0,0,0.003,0,40.26,-95.45,40.26,-95.45,0,0,0,0,0,5,0,0,0,EG
452259,2013,5,27,2013-05-27,22:14:00,3,MO,29,0,52,0,0,0,0,40.41,-95.57,40.41,-95.57,0,0,0,0,0,5,0,0,0,EG
453694,2013,5,27,2013-05-27,22:20:00,3,SD,46,0,75,0,0,0,0,43.91,-99.96,43.91,-99.96,0,0,0,0,0,85,0,0,0,EG
449358,2013,5,27,2013-05-27,22:24:00,3,SD,46,0,54,0,0,0,0,43.38,-99.85,43.38,-99.85,0,0,0,0,0,123,0,0,0,MG
452258,2013,5,27,2013-05-27,22:35:00,3,MO,29,0,56,0,0,0,0,40.14,-94.93,40.14,-94.93,0,0,0,0,0,147,0,0,0,EG
453696,2013,5,27,2013-05-27,22:55:00,3,SD,46,0,69,0,0,0,0,43.8,-99.42,43.8,-99.42,0,0,0,0,0,85,0,0,0,MG
452835,2013,5,27,2013-05-27,23:00:00,3,SD,46,0,61,0,0,0,0,43.81,-99.32,43.81,-99.32,0,0,0,0,0,15,0,0,0,MG
452260,2013,5,28,2013-05-28,01:38:00,3,MO,29,0,57,0,0,0,0,40.12,-92.58,40.12,-92.58,0,0,0,0,0,1,0,0,0,MG
443290,2013,5,28,2013-05-28,15:30:00,3,TX,48,0,52,0,0,0,0,34.66,-102.7,34.66,-102.7,0,0,0,0,0,369,0,0,0,MG
458126,2013,5,28,2013-05-28,15:30:00,3,KS,20,0,70,0,0,0,0,37.03,-100.01,37.03,-100.01,0,0,0,0,0,25,0,0,0,EG
458133,2013,5,28,2013-05-28,15:30:00,3,KS,20,0,74,0,0,0,0,37.04,-99.99,37.04,-99.99,0,0,0,0,0,25,0,0,0,EG
458136,2013,5,28,2013-05-28,15:30:00,3,KS,20,0,74,0,0,0,0,37.04,-99.99,37.04,-99.99,0,0,0,0,0,25,0,0,0,EG
458137,2013,5,28,2013-05-28,15:30:00,3,KS,20,0,61,0,0,0,0,37.05,-100.04,37.05,-100.04,0,0,0,0,0,25,0,0,0,EG
459374,2013,5,28,2013-05-28,15:33:00,3,TX,48,0,53,0,0,0,0,35.13,-101.85,35.13,-101.85,0,0,0,0,0,381,0,0,0,MG
459333,2013,5,28,2013-05-28,15:46:00,3,TX,48,0,50,0,0,0,0,35.22,-101.72,35.22,-101.72,0,0,0,0,0,375,0,0,0,MG
459334,2013,5,28,2013-05-28,15:52:00,3,TX,48,0,52,0,0,0,0,35.19,-102.01,35.19,-102.01,0,0,0,0,0,375,0,0,0,MG
443999,2013,5,28,2013-05-28,15:56:00,3,MI,26,0,52,0,0,0.005,0,42.53,-84.34,42.53,-84.34,0,0,0,0,0,65,0,0,0,EG
459375,2013,5,28,2013-05-28,15:57:00,3,TX,48,0,60,0,0,0,0,35.07,-101.9,35.07,-101.9,0,0,0,0,0,381,0,0,0,MG
458138,2013,5,28,2013-05-28,15:58:00,3,KS,20,0,61,0,0,0,0,37.11,-99.39,37.11,-99.39,0,0,0,0,0,33,0,0,0,EG
459339,2013,5,28,2013-05-28,15:59:00,3,TX,48,0,50,0,0,0,0,35.2,-101.92,35.2,-101.92,0,0,0,0,0,375,0,0,0,MG
459342,2013,5,28,2013-05-28,16:00:00,3,TX,48,0,54,0,0,0,0,35.23,-101.71,35.23,-101.71,0,0,0,0,0,375,0,0,0,MG
459376,2013,5,28,2013-05-28,16:00:00,3,TX,48,0,56,0,0,0.01,0,35.15,-101.89,35.15,-101.89,0,0,0,0,0,381,0,0,0,EG
459378,2013,5,28,2013-05-28,16:16:00,3,TX,48,0,56,0,0,10,0,35.17,-101.86,35.17,-101.86,0,0,0,0,0,381,0,0,0,EG
459381,2013,5,28,2013-05-28,16:18:00,3,TX,48,0,52,0,0,10,0,34.98,-101.94,34.98,-101.94,0,0,0,0,0,381,0,0,0,EG
459394,2013,5,28,2013-05-28,16:20:00,3,TX,48,0,52,0,0,0.5,0,35.18,-101.6,35.18,-101.6,0,0,0,0,0,11,0,0,0,EG
459343,2013,5,28,2013-05-28,16:28:00,3,TX,48,0,50,0,0,0,0,35.19,-101.85,35.19,-101.85,0,0,0,0,0,375,0,0,0,MG
459344,2013,5,28,2013-05-28,16:36:00,3,TX,48,0,50,0,0,0,0,35.22,-101.72,35.22,-101.72,0,0,0,0,0,375,0,0,0,MG
455882,2013,5,28,2013-05-28,16:39:00,3,VA,51,0,52,0,0,0,0.002,38.8377,-77.2447,38.8377,-77.2447,0,0,0,0,0,59,0,0,0,EG
452311,2013,5,28,2013-05-28,16:40:00,3,IL,17,0,50,0,0,0,0,40.91,-90.66,40.91,-90.66,0,0,0,0,0,187,0,0,0,EG
452313,2013,5,28,2013-05-28,16:40:00,3,IL,17,0,52,0,0,0,0,40.91,-90.66,40.91,-90.66,0,0,0,0,0,187,0,0,0,EG
459345,2013,5,28,2013-05-28,16:44:00,3,TX,48,0,50,0,0,0,0,35.22,-101.72,35.22,-101.72,0,0,0,0,0,375,0,0,0,MG
459346,2013,5,28,2013-05-28,16:44:00,3,TX,48,0,50,0,0,0,0,35.22,-101.72,35.22,-101.72,0,0,0,0,0,375,0,0,0,MG
459370,2013,5,28,2013-05-28,16:44:00,3,TX,48,0,53,0,0,0,0,35.23,-101.86,35.23,-101.86,0,0,0,0,0,375,0,0,0,MG
459388,2013,5,28,2013-05-28,16:56:00,3,TX,48,0,52,0,0,0,0,36.39,-100.77,36.39,-100.77,0,0,0,0,0,357,0,0,0,EG
459353,2013,5,28,2013-05-28,16:57:00,3,TX,48,0,55,0,0,10,0,35.2,-101.8,35.2,-101.8,0,0,0,0,0,375,0,0,0,EG
459356,2013,5,28,2013-05-28,16:57:00,3,TX,48,0,54,0,0,1,0,35.2,-101.78,35.2,-101.78,0,0,0,0,0,375,0,0,0,EG
459382,2013,5,28,2013-05-28,16:57:00,3,TX,48,0,57,0,0,0,0,35.13,-101.85,35.13,-101.85,0,0,0,0,0,381,0,0,0,MG
459359,2013,5,28,2013-05-28,17:02:00,3,TX,48,0,52,0,0,0,0,35.23,-101.71,35.23,-101.71,0,0,0,0,0,375,0,0,0,MG
459361,2013,5,28,2013-05-28,17:05:00,3,TX,48,0,57,0,0,0,0,35.23,-101.71,35.23,-101.71,0,0,0,0,0,375,0,0,0,MG
459373,2013,5,28,2013-05-28,17:05:00,3,TX,48,0,56,0,0,0,0,35.2,-101.85,35.2,-101.85,0,0,0,0,0,375,0,0,0,MG
459363,2013,5,28,2013-05-28,17:06:00,3,TX,48,0,50,0,0,0,0,35.25,-101.66,35.25,-101.66,0,0,0,0,0,375,0,0,0,MG
459371,2013,5,28,2013-05-28,17:09:00,3,TX,48,0,53,0,0,0,0,35.26,-101.87,35.26,-101.87,0,0,0,0,0,375,0,0,0,MG
459366,2013,5,28,2013-05-28,17:11:00,3,TX,48,0,52,0,0,0,0,35.2,-101.91,35.2,-101.91,0,0,0,0,0,375,0,0,0,MG
459368,2013,5,28,2013-05-28,17:13:00,3,TX,48,0,57,0,0,0,0,35.23,-101.71,35.23,-101.71,0,0,0,0,0,375,0,0,0,MG
455887,2013,5,28,2013-05-28,17:40:00,3,MD,24,0,52,0,0,0,0.0005,38.7087,-76.8836,38.7087,-76.8836,0,0,0,0,0,33,0,0,0,EG
455888,2013,5,28,2013-05-28,17:40:00,3,MD,24,0,52,0,0,0,0.0005,38.7069,-76.8908,38.7069,-76.8908,0,0,0,0,0,33,0,0,0,EG
455889,2013,5,28,2013-05-28,17:41:00,3,MD,24,0,52,0,0,0,0.00025,38.6884,-76.8583,38.6884,-76.8583,0,0,0,0,0,33,0,0,0,EG
446525,2013,5,28,2013-05-28,17:45:00,3,KS,20,0,63,0,0,0,0,39.82,-95.35,39.82,-95.35,0,0,0,0,0,13,0,0,0,MG
455891,2013,5,28,2013-05-28,17:45:00,3,MD,24,0,52,0,0,0,0.0005,38.715,-76.8391,38.715,-76.8391,0,0,0,0,0,33,0,0,0,EG
455893,2013,5,28,2013-05-28,17:50:00,3,MD,24,0,52,0,0,0,0.00025,38.6987,-76.7966,38.6987,-76.7966,0,0,0,0,0,33,0,0,0,EG
455894,2013,5,28,2013-05-28,17:50:00,3,MD,24,0,52,0,0,0,0.00025,38.7106,-76.7879,38.7106,-76.7879,0,0,0,0,0,33,0,0,0,EG
446527,2013,5,28,2013-05-28,17:58:00,3,KS,20,0,56,0,0,0,0,39.09,-97.64,39.09,-97.64,0,0,0,0,0,143,0,0,0,EG
459182,2013,5,28,2013-05-28,17:58:00,3,OK,40,0,56,0,0,0.8,0,36.6002,-100.51,36.637,-100.458,0,0,0,0,0,7,0,0,0,EG
444000,2013,5,28,2013-05-28,18:07:00,3,MI,26,0,70,0,0,0.025,0,42.78,-84.64,42.78,-84.64,0,0,0,0,0,37,0,0,0,EG
459183,2013,5,28,2013-05-28,18:10:00,3,OK,40,0,51,0,0,0,0,36.7999,-100.53,36.7999,-100.53,0,0,0,0,0,7,0,0,0,MG
457171,2013,5,28,2013-05-28,18:13:00,3,SD,46,0,70,1,0,0.025,0,43.2652,-101.91,43.2717,-101.898,0,0,0,0,0,7,0,0,0,EG
459184,2013,5,28,2013-05-28,18:21:00,3,OK,40,0,59,0,0,0,0,36.8,-100.53,36.8,-100.53,0,0,0,0,0,7,0,0,0,MG
454605,2013,5,28,2013-05-28,18:32:00,3,IA,19,0,60,0,0,0,0,41.01,-91.97,41.01,-91.97,0,0,0,0,0,101,0,0,0,EG
454607,2013,5,28,2013-05-28,18:40:00,3,IA,19,0,55,0,0,0,0,41.15,-91.86,41.15,-91.86,0,0,0,0,0,101,0,0,0,EG
454609,2013,5,28,2013-05-28,18:42:00,3,IA,19,0,61,0,0,0,0,41.01,-91.97,41.01,-91.97,0,0,0,0,0,101,0,0,0,EG
453577,2013,5,28,2013-05-28,18:45:00,3,PA,42,0,50,0,0,0.015,0,41.506,-80.3892,41.506,-80.3892,0,0,0,0,0,39,0,0,0,EG
456325,2013,5,28,2013-05-28,18:50:00,3,MI,26,0,50,0,0,0,0,42.81,-84.3,42.81,-84.3,0,0,0,0,0,155,0,0,0,EG
