station,asr_10,asr_11,asr_12,asr_13,asr_14,asr_15,wkd_10,wkd_11,wkd_12,wkd_13,wkd_14,wkd_15,wke_10,wke_11,wke_12,wke_13,wke_14,wke_15,uid,name,descriptio,riders_15,lexington,latitude,longitude,wkd_17_e
Bedford-Nostrand Avs G subway ,1895163.0,2012606.0,2138852.0,2348998.0,2513681.0,2634066.0,6040.0,6348.0,6755.0,7300.0,7778.0,8197.0,6597.0,7397.0,8239.0,9008.0,9798.0,10057.0,bedford-nostrandavsg,Bedford-Nostrand Avs,G,2634066.0,0,40.6895873,-73.9535236,8197.0
Bedford Av  L subway,7418203.0,7738863.0,8342397.0,9214395.0,9892516.0,9388289.0,21149.0,22520.0,23825.0,25755.0,27224.0,27132.0,38038.0,37721.0,43891.0,49553.0,54863.0,45740.0,bedfordavl,Bedford Av,L,9388289.0,0,40.7177616,-73.9576006,27132.0
Bedford Park Blvd-Lehman College 4 subway,1786305.0,1835965.0,1796392.0,1853706.0,1827260.0,1863892.0,5897.0,6052.0,6034.0,6201.0,6089.0,6040.0,5333.0,5545.0,5303.0,5062.0,5093.0,6026.0,bedfordparkblvd-lehmancollege4,Bedford Park Blvd-Lehman College,4,1863892.0,0,40.8734156,-73.8900518,6040.0
Bedford Park Blvd B subway D subway,1885231.0,1914096.0,1929623.0,2040887.0,2136860.0,2196065.0,6037.0,6150.0,6183.0,6303.0,6645.0,7046.0,6417.0,6478.0,7039.0,8072.0,8213.0,7377.0,bedfordparkblvdbd,Bedford Park Blvd,BD,2196065.0,0,40.8722149,-73.8877773,7046.0
Bergen St  2 subway 3 subway,1265510.0,1326721.0,1397036.0,1296199.0,1236513.0,1210571.0,4127.0,4344.0,4472.0,4070.0,3923.0,3823.0,3964.0,4154.0,5126.0,4825.0,4381.0,4384.0,bergenst23,Bergen St,23,1210571.0,0,40.6808008,-73.9750242,3823.0
Bergen St  F subway G subway,3296466.0,3452452.0,3529174.0,3650848.0,3711317.0,3708300.0,10578.0,11048.0,11370.0,11562.0,11570.0,11548.0,11129.0,11969.0,12573.0,13031.0,14118.0,14243.0,bergenstfg,Bergen St,FG,3708300.0,0,40.6861379,-73.9909458,11548.0
Beverley Rd Q subway,1070872.0,1095502.0,950243.0,737652.0,838970.0,899663.0,3436.0,3567.0,3096.0,2340.0,2690.0,2894.0,3584.0,3453.0,3198.0,2561.0,2787.0,2967.0,beverleyrdq,Beverly Rd,"Q* Closed for construction 7/8/2013-10/28/2013, 	2/24/2014-6/5/2014",899663.0,0,40.6440148,-73.964467,2894.0
Beverly Rd  2 subway 5 subway,1231592.0,1276466.0,1274789.0,1364573.0,1360719.0,1392643.0,3972.0,4146.0,4199.0,4375.0,4447.0,4457.0,3976.0,4047.0,4061.0,4569.0,4176.0,4699.0,beverlyrd25,Beverly Rd,25,1392643.0,0,40.6450568,-73.9489746,4457.0
Bowery  J subway Z subway,1044394.0,991686.0,968629.0,970576.0,1057000.0,1184920.0,3016.0,2763.0,2746.0,2743.0,3015.0,3325.0,5097.0,5402.0,5145.0,4982.0,5320.0,6200.0,boweryjz,Bowery,JZ,1184920.0,0,40.7202661,-73.993907,3325.0
Bowling Green  4 subway 5 subway,7770956.0,7793614.0,7990789.0,9081649.0,10261064.0,9153462.0,26411.0,27015.0,28183.0,30640.0,34830.0,31556.0,19271.0,16990.0,17227.0,23531.0,25472.0,20356.0,bowlinggreen45,Bowling Green,45,9153462.0,1,40.7048146,-74.0140986,27454.0
Briarwood-Van Wyck Blvd E subway F subway,1752198.0,1730276.0,1563242.0,1427813.0,1427017.0,1479278.0,5688.0,5655.0,5196.0,4664.0,4695.0,4876.0,5596.0,5402.0,4827.0,4417.0,4242.0,4354.0,briarwood-vanwyckblvdef,Briarwood-Van Wyck Blvd,EF,1479278.0,0,40.709239,-73.8206577,4876.0
Brighton Beach B subway Q subway,3995043.0,3842789.0,3781554.0,3810743.0,3872092.0,4014831.0,12770.0,12421.0,12376.0,12185.0,12498.0,12794.0,13301.0,12484.0,12461.0,12912.0,12524.0,13763.0,brightonbeachbq,Brighton Beach,BQ,4014831.0,0,40.5776512,-73.961463,12794.0
Broad Channel  A subway S subway,92523.0,88837.0,75969.0,36849.0,74386.0,91766.0,318.0,304.0,267.0,127.0,251.0,310.0,213.0,211.0,171.0,84.0,191.0,234.0,broadchannelas,Broad Channel,AS*Station Closed 10/12-5/13,91766.0,0,40.6084466,-73.815937,310.0
Broad St J subway Z subway,1636627.0,1473717.0,1315012.0,1436506.0,1662905.0,1834780.0,6401.0,5746.0,5261.0,5635.0,6525.0,6865.0,332.0,277.0,95.0,97.0,101.0,1624.0,broadstjz,Broad St,JZ *Closed for construction 10/29/2012-12/4/2012,1662905.0,0,40.7064738,-74.0110731,6865.0
Broadway-Lafayette St B subway D subway F subway M subway/Bleecker St 6 subway,11062580.0,11651990.0,11792114.0,12560629.0,12913327.0,12666868.0,34191.0,36301.0,37283.0,38799.0,40148.0,39724.0,43844.0,45388.0,45632.0,49686.0,49789.0,47332.0,broadway-lafayettestbdfm,Broadway-Lafayette St,BDFM,12666868.0,0,40.7252911,-73.9961815,39724.0
Broadway  G subway,941243.0,995856.0,1023397.0,1071877.0,1124407.0,1313362.0,3217.0,3186.0,3272.0,3368.0,3500.0,4011.0,2226.0,3430.0,3737.0,3905.0,4261.0,5368.0,broadwayg,Broadway,G,1313362.0,0,40.7060834,-73.950305,4011.0
Broadway Junction A subway C subway J subway L subway Z subway,2767838.0,2810713.0,2862830.0,2948156.0,3018656.0,3133658.0,8412.0,8441.0,8790.0,8863.0,9149.0,9251.0,11439.0,12382.0,12206.0,12707.0,12553.0,14361.0,broadwayjunctionacjlz,Broadway Junction,ACJLZ,3133658.0,0,40.6789131,-73.9033556,9251.0
Broadway  N subway Q subway,4078606.0,4007018.0,4161120.0,4325297.0,4407347.0,4300632.0,12644.0,12678.0,13041.0,13280.0,13515.0,13236.0,15867.0,14578.0,16517.0,17411.0,17790.0,17142.0,broadwaynq,Broadway,NQ,4300632.0,0,40.7617885,-73.9255857,13236.0
Bronx Park East 2 subway 5 subway,888162.0,826356.0,860554.0,914831.0,933109.0,877311.0,2888.0,2757.0,2811.0,2959.0,3005.0,2868.0,2807.0,2285.0,2880.0,2953.0,3063.0,2679.0,bronxparkeast25,Bronx Park East,25,877311.0,0,40.8489108,-73.8684225,2868.0
Brook Av  6 subway,1902909.0,1950893.0,1901192.0,1970010.0,2002825.0,1981721.0,5874.0,6073.0,6113.0,6186.0,6312.0,6244.0,7437.0,7487.0,6742.0,7191.0,7198.0,7126.0,brookav6,Brook Av,6,1981721.0,0,40.8076053,-73.9192343,6244.0
Brooklyn Bridge-City Hall 4 subway 5 subway 6 subway/Chambers St J subway Z subway,10783128.0,10681037.0,10650508.0,10721984.0,10938927.0,10481576.0,36939.0,36350.0,36993.0,36680.0,37160.0,35858.0,25987.0,26995.0,26025.0,25612.0,27091.0,24778.0,brooklynbridge-cityhall456/chambersstjz,Brooklyn Bridge-City Hall-Chambers St,456JZ,10481576.0,1,40.7130938,-74.0041423,31196.0
Buhre Av 6 subway,895193.0,991171.0,1008640.0,1111659.0,637600.0,661527.0,3011.0,3315.0,3418.0,3718.0,2155.0,2237.0,2364.0,2742.0,2837.0,3038.0,1614.0,1672.0,buhreav6,Buhre Av,6* Closed for construction 	7/5/2014-Present,661527.0,0,40.8470279,-73.8324165,2237.0
Burke Av  2 subway 5 subway,1060008.0,1036169.0,1086792.0,1133298.0,1158787.0,1139826.0,3392.0,3387.0,3491.0,3612.0,3672.0,3644.0,3589.0,3195.0,3900.0,3902.0,4090.0,3866.0,burkeav25,Burke Av,25,1139826.0,0,40.8713712,-73.867178,3644.0
Burnside Av  4 subway,3533604.0,3528312.0,3508076.0,3560191.0,3558297.0,3641720.0,11232.0,11243.0,11387.0,11560.0,11538.0,11551.0,12466.0,12390.0,12070.0,11259.0,11310.0,12829.0,burnsideav4,Burnside Av,4,3641720.0,0,40.8539423,-73.9073467,11551.0
Bushwick Av-Aberdeen St L subway,398834.0,405385.0,427032.0,490042.0,563577.0,598393.0,1246.0,1322.0,1371.0,1509.0,1683.0,1874.0,1492.0,1266.0,1533.0,1945.0,2477.0,2198.0,bushwickav-aberdeenstl,Bushwick Av-Aberdeen St,L,598393.0,0,40.6828836,-73.9053297,1874.0
Canal St  1 subway,1720337.0,1785923.0,1727415.0,1787110.0,1859071.0,1830920.0,5691.0,5960.0,5854.0,6039.0,6277.0,6275.0,5104.0,5068.0,4875.0,4628.0,4838.0,4339.0,canalst1,Canal St,1,1830920.0,0,40.7228681,-74.0063095,6275.0
Canal St  A subway C subway E subway,5351984.0,5646937.0,5612068.0,5922371.0,6013138.0,6011243.0,17975.0,18986.0,19097.0,19738.0,19974.0,20103.0,14544.0,15297.0,15441.0,16622.0,17158.0,16478.0,canalstace,Canal St,ACE,6011243.0,0,40.7208516,-74.0052366,20103.0
Canal St  J subway N subway Q subway R subway Z subway 6 subway,16007057.0,15577018.0,15529659.0,15227139.0,15104077.0,15094135.0,46435.0,45700.0,45952.0,44696.0,44362.0,44409.0,77105.0,73517.0,73859.0,70691.0,69891.0,69347.0,canalstjnqrz6,Canal St,JNQZ6,15094135.0,1,40.7183959,-74.000473,38636.0
Canarsie-Rockaway Pkwy L subway,3806903.0,3865823.0,3920243.0,4062690.0,4175970.0,4024313.0,12504.0,12817.0,13039.0,13254.0,13512.0,13481.0,11437.0,11142.0,12063.0,12617.0,13478.0,10709.0,canarsie-rockawaypkwyl,Canarsie-Rockaway Parkway,L,4024313.0,0,40.6467175,-73.9018536,13481.0
Carroll St  F subway G subway,3025719.0,3598477.0,3961111.0,3782675.0,3616947.0,3672702.0,10002.0,11906.0,13193.0,12339.0,11744.0,11923.0,8877.0,10628.0,12155.0,11838.0,11587.0,11821.0,carrollstfg,Carroll St,FG,3672702.0,0,40.6808333,-73.994422,11923.0
Castle Hill Av 6 subway,2345255.0,2341370.0,2327404.0,1756879.0,1491030.0,2174412.0,7617.0,7540.0,7567.0,5632.0,4938.0,7174.0,7463.0,7832.0,7956.0,5918.0,4238.0,6317.0,castlehillav6,Castle Hill Av,6* Closed for construction 10/5/2013-5/4/2014,2174412.0,0,40.8343334,-73.8516426,7174.0
Cathedral Pkwy-110 St 1 subway,4220891.0,4440822.0,4491643.0,4557743.0,4301285.0,4280482.0,13116.0,13650.0,13870.0,13874.0,13630.0,13444.0,16125.0,18005.0,18710.0,18818.0,15081.0,15655.0,cathedralpkwy-110st1,Cathedral Pkwy-110 St,1,4280482.0,0,40.8041946,-73.9666987,13444.0
Cathedral Pkwy-110 St B subway C subway,2159675.0,2166542.0,2207790.0,2301545.0,2351549.0,2376166.0,6597.0,6742.0,6933.0,7117.0,7253.0,7490.0,8844.0,8375.0,8652.0,8988.0,9270.0,8577.0,cathedralpkwy-110stbc,Cathedral Pkwy-110 St,BC,2376166.0,0,40.8005723,-73.95818,7490.0
Central Av M subway,760657.0,890194.0,992142.0,505757.0,970531.0,1141731.0,2548.0,2903.0,3445.0,1744.0,3282.0,3715.0,1982.0,2805.0,2387.0,1082.0,2472.0,3596.0,centralavm,Central Av,M* Closed for construction 3/9/2013-8/16/2013,1141731.0,0,40.6977871,-73.9275599,3715.0
Central Park North-110 St 2 subway 3 subway,2532019.0,2724841.0,2808386.0,2932790.0,3110140.0,3188551.0,8098.0,8472.0,8751.0,9130.0,9559.0,9865.0,8509.0,10541.0,11305.0,11087.0,12384.0,12369.0,centralparknorth-110st23,Central Park North-110 St,23,3188551.0,0,40.7982658,-73.9524937,9865.0
Chambers St  1 subway 2 subway 3 subway,6273448.0,6554728.0,6603287.0,6755281.0,6973674.0,7054771.0,21619.0,22683.0,23151.0,23147.0,23862.0,23997.0,14659.0,14876.0,15240.0,16085.0,16750.0,17656.0,chambersst123,Chambers St,123,7054771.0,0,40.7154847,-74.0092278,23997.0
Chambers St  A subway C subway/WTC E subway/Park Place 2 subway 3 subway,14760127.0,15458781.0,15364366.0,15641210.0,16088983.0,16910084.0,50671.0,53178.0,53589.0,53426.0,55683.0,57616.0,34757.0,36074.0,36362.0,37769.0,34977.0,41206.0,chambersstac,Chambers St,AC,16910084.0,0,40.7149398,-74.0079296,57616.0
Chauncey St  J subway Z subway,898984.0,966989.0,964735.0,938803.0,959091.0,1045698.0,2789.0,2984.0,3037.0,2967.0,3050.0,3200.0,3438.0,3853.0,3751.0,3323.0,3345.0,4231.0,chaunceystjz,Chauncey St,JZ,1045698.0,0,40.6828836,-73.9104795,3200.0
Christopher St-Sheridan Sq 1 subway,3454080.0,3471186.0,3435088.0,3433544.0,3480159.0,3363949.0,10005.0,10077.0,10068.0,10076.0,10060.0,9898.0,16807.0,17016.0,16848.0,16017.0,16989.0,15634.0,christopherst-sheridansq1,Christopher St-Sheridan Sq,1,3363949.0,0,40.7334377,-74.0029407,9898.0
Church Av  2 subway 5 subway,2994162.0,3057877.0,2987887.0,3059215.0,3020066.0,3070551.0,9691.0,9929.0,9851.0,9794.0,9852.0,9864.0,9565.0,9791.0,9543.0,10381.0,9375.0,10219.0,churchav25,Church Av,25,3070551.0,0,40.6508201,-73.9496183,9864.0
Church Av  B subway Q subway,4654613.0,4665059.0,4982615.0,5603898.0,5482093.0,5707573.0,14696.0,14876.0,16042.0,17638.0,17473.0,17811.0,16647.0,16205.0,17733.0,20399.0,18797.0,21472.0,churchavbq,Church Av,BQ,5707573.0,0,40.6504945,-73.9629221,17811.0
Church Av  F subway G subway,2968167.0,3271729.0,3081142.0,3193844.0,3201585.0,3353795.0,9429.0,10463.0,9985.0,9984.0,9954.0,10490.0,10332.0,11251.0,10593.0,11927.0,12224.0,12511.0,churchavfg,Church Av,FG,3353795.0,0,40.6439822,-73.979702,10490.0
City Hall  R subway,2790204.0,2627822.0,2094122.0,1560414.0,1151646.0,1828806.0,9840.0,8954.0,7330.0,5666.0,4344.0,6310.0,5468.0,6577.0,4819.0,2167.0,892.0,4077.0,cityhallnr,City Hall,NR* Closed for construction 10/29/2012-12/3/2012,1828806.0,0,40.713289,-74.0069854,6310.0
Clark St  2 subway 3 subway,1711829.0,1754204.0,1855650.0,1972314.0,2018876.0,1997148.0,5406.0,5596.0,5760.0,5971.0,6083.0,5922.0,6168.0,6134.0,7615.0,8326.0,8599.0,9018.0,clarkst23,Clark St,23,1997148.0,0,40.6974942,-73.9930916,5922.0
Classon Av  G subway,1207680.0,1308232.0,1355886.0,1432872.0,1477256.0,1604508.0,3935.0,4170.0,4288.0,4490.0,4601.0,4966.0,3787.0,4597.0,5178.0,5308.0,5606.0,6265.0,classonavg,Classon Av,G,1604508.0,0,40.6889365,-73.9600039,4966.0
Cleveland St J subway,970732.0,1002848.0,1029708.0,1050261.0,1107397.0,1120403.0,3080.0,3148.0,3271.0,3328.0,3467.0,3514.0,3429.0,3724.0,3856.0,3699.0,4104.0,4119.0,clevelandstj,Cleveland St,J,1120403.0,0,40.6800197,-73.8847303,3514.0
Clinton-Washington Avs C subway ,1707500.0,1819542.0,1891559.0,2104035.0,2077312.0,2060200.0,5404.0,5698.0,6033.0,6642.0,6719.0,6603.0,6126.0,6939.0,7056.0,7642.0,6753.0,7011.0,clinton-washingtonavsc,Clinton-Washington Avs,C,2060200.0,0,40.6832741,-73.9658833,6603.0
Clinton-Washington Avs G subway,1517296.0,1628558.0,1637463.0,1678004.0,1652336.0,1716023.0,4942.0,5190.0,5183.0,5294.0,5178.0,5364.0,4861.0,5790.0,6301.0,6097.0,6170.0,6501.0,clinton-washingtonavsg,Clinton-Washington Avs,G,1716023.0,0,40.6880904,-73.9668274,5364.0
Coney Island-Stillwell Av D subway F subway N subway Q subway,4768416.0,4649438.0,4733106.0,4690794.0,4980140.0,5132083.0,13079.0,13254.0,13474.0,13177.0,13734.0,14073.0,24780.0,22652.0,23981.0,23726.0,26733.0,27415.0,coneyisland-stillwellavdfnq,Coney Island-Stillwell Av,DFNQ,5132083.0,0,40.5773904,-73.981204,14073.0
Cortelyou Rd  Q subway,2086918.0,2135444.0,1992781.0,1700177.0,1806758.0,1961144.0,6578.0,6812.0,6379.0,5318.0,5727.0,6220.0,7522.0,7409.0,7241.0,6294.0,6328.0,6892.0,cortelyourdq,Cortelyou Rd,"Q* Closed for construction 7/8/2013-10/28/2013, 	2/24/2014-6/13/2014",1961144.0,0,40.6409538,-73.9638662,6220.0
Cortlandt St  1 subway,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cortlandtst1,Cortlandt St,1,0.0,0,40.7117926,-74.0122104,0.0
Cortlandt St  R subway,1130741.0,1640638.0,2062289.0,1601732.0,1500040.0,2713532.0,3361.0,4745.0,6393.0,5497.0,5393.0,8549.0,5081.0,8028.0,8372.0,3626.0,2365.0,9733.0,cortlandtstnr,Cortlandt St,NR* Closed for construction 10/29/2012-12/3/2012,2713532.0,0,40.7103857,-74.0111804,8549.0
Court Sq  E subway G subway M subway 7 subway,7249807.0,6334869.0,5340581.0,6072768.0,6664442.0,6730837.0,24848.0,21610.0,18631.0,20446.0,22433.0,22717.0,17195.0,15709.0,12787.0,16214.0,17776.0,17591.0,courtsqegm7,Court Sq,"EMG, 7* Closed for construction 1/23/2012-4/2/2012",6730837.0,0,40.7465579,-73.9437819,22717.0
Court St  R subway/Borough Hall 2 subway 3 subway 4 subway 5 subway,11134599.0,11115037.0,10988473.0,11291705.0,11474717.0,11360058.0,38057.0,38026.0,38088.0,38428.0,38944.0,38559.0,27388.0,27191.0,27299.0,28081.0,28947.0,28593.0,courtstr,Court St,R* Montague Tunnel closed for repair 10/29/2012-12/21/2012,11360058.0,0,40.6941103,-73.9917827,38559.0
Crescent St  J subway Z subway,1464238.0,1514075.0,1504645.0,1509290.0,1583134.0,1626727.0,4551.0,4667.0,4635.0,4683.0,4925.0,5073.0,5637.0,6065.0,6335.0,5804.0,6020.0,6122.0,crescentstjz,Crescent St,JZ,1626727.0,0,40.6831765,-73.8737869,5073.0
Crown Heights-Utica Av 3 subway 4 subway,8498343.0,8438284.0,8469613.0,8534705.0,8690082.0,8965908.0,27476.0,27368.0,27549.0,27780.0,28287.0,28146.0,27428.0,27187.0,28918.0,26704.0,27343.0,33065.0,crownheights-uticaav34,Crown Heights-Utica Av,34,8965908.0,0,40.6688882,-73.9329243,28146.0
Cypress Av  6 subway,1158742.0,1142381.0,1097947.0,1186696.0,1226878.0,1228311.0,3739.0,3701.0,3636.0,3842.0,3984.0,3974.0,3787.0,3713.0,3445.0,3803.0,3870.0,3941.0,cypressav6,Cypress Av,6,1228311.0,0,40.8054614,-73.9143848,3974.0
Cypress Hills  J subway,419062.0,435446.0,411495.0,432557.0,450480.0,452936.0,1398.0,1434.0,1391.0,1431.0,1444.0,1456.0,1148.0,1297.0,1148.0,1236.0,1517.0,1503.0,cypresshillsj,Cypress Hills,J,452936.0,0,40.6899453,-73.8725853,1456.0
DeKalb Av  B subway Q subway R subway ,5079961.0,5122803.0,5222096.0,5223608.0,5288037.0,5373388.0,16905.0,17180.0,17791.0,17318.0,17350.0,17889.0,14501.0,14066.0,14327.0,15046.0,16016.0,15096.0,dekalbavbqr,DeKalb Av,BQR,5373388.0,0,40.6906286,-73.9818478,17889.0
DeKalb Av  L subway,3343666.0,3382468.0,3495896.0,3712102.0,3924836.0,3938538.0,10451.0,10829.0,11004.0,11617.0,11943.0,12158.0,12591.0,11531.0,13534.0,13823.0,16197.0,15430.0,dekalbavl,DeKalb Av,L,3938538.0,0,40.7038711,-73.9184618,12158.0
Delancey St  F subway/Essex St J subway M subway Z subway,6745791.0,7172867.0,7280936.0,7759914.0,7909365.0,8226975.0,20798.0,22127.0,22846.0,23691.0,24154.0,24902.0,26722.0,28903.0,28830.0,31807.0,32364.0,34843.0,delanceystf/essexstjmz,Delancey St-Essex St,FMJZ,8226975.0,0,40.7185748,-73.9881778,24902.0
Ditmas Av  F subway ,1377549.0,1392790.0,1404811.0,1455737.0,1437835.0,1033946.0,4471.0,4554.0,4669.0,4676.0,4622.0,3386.0,4327.0,4265.0,4260.0,4813.0,4728.0,3113.0,ditmasavf,Ditmas Av,F* Closed for construction,1033946.0,0,40.6361667,-73.978157,3386.0
Dyckman St  1 subway,2237661.0,1212678.0,1231954.0,2094538.0,2298848.0,2317843.0,7092.0,4025.0,3795.0,6564.0,7112.0,7233.0,7861.0,3462.0,5184.0,7683.0,8877.0,8645.0,dyckmanst1,Dyckman St,"1* Closed for construction 10/18/2010-8/15/2011, 8/15/2011-6/18/2012",2317843.0,0,40.8605152,-73.9255428,7233.0
Dyckman St  A subway,1931287.0,2326780.0,2344316.0,2112706.0,2158170.0,2244154.0,5935.0,7088.0,7375.0,6557.0,6687.0,6831.0,7773.0,9753.0,9142.0,8140.0,8366.0,9296.0,dyckmansta,Dyckman St,A,2244154.0,0,40.8655296,-73.9273024,6831.0
East 105 St  L subway,1065469.0,1101683.0,1110433.0,1161688.0,1197125.0,1187844.0,3525.0,3684.0,3727.0,3818.0,3911.0,4002.0,3069.0,3022.0,3256.0,3466.0,3679.0,3041.0,east105stl,E 105 St,L,1187844.0,0,40.6506247,-73.8994932,4002.0
East 143 St-St Mary's St 6 subway,256277.0,280840.0,285464.0,273895.0,279012.0,298462.0,871.0,941.0,973.0,911.0,927.0,989.0,630.0,768.0,771.0,768.0,788.0,854.0,east143st-stmary'sst6,East 143 St-St Mary's St,6,298462.0,0,40.8087422,-73.9076471,989.0
East 149 St  6 subway,1351873.0,1383455.0,1403118.0,1457795.0,1460311.0,1479241.0,4226.0,4336.0,4486.0,4580.0,4619.0,4647.0,5045.0,5173.0,5132.0,5340.0,5195.0,5402.0,east149st6,East 149 St,6,1479241.0,0,40.8121852,-73.9042139,4647.0
East 180 St  2 subway 5 subway,1852836.0,2164608.0,2098429.0,2152570.0,2445421.0,2368031.0,5931.0,6518.0,6832.0,7003.0,7489.0,7587.0,6332.0,9549.0,7154.0,6753.0,9919.0,8065.0,east180st25,East 180 St,25,2368031.0,0,40.8419634,-73.8735723,7587.0
East Broadway  F subway,4001149.0,4057707.0,4021679.0,4208654.0,4379909.0,4576662.0,12779.0,12993.0,13052.0,13276.0,13720.0,14228.0,13593.0,13851.0,13734.0,15077.0,16041.0,17418.0,eastbroadwayf,East Broadway,F,4576662.0,0,40.7139884,-73.9902163,14228.0
Eastchester-Dyre Av 5 subway,1258858.0,1309695.0,1366077.0,1441375.0,1380334.0,1330123.0,4333.0,4603.0,4765.0,4948.0,4948.0,4845.0,2860.0,2543.0,3212.0,3334.0,2193.0,1697.0,eastchester-dyreav5,Eastchester-Dyre Av,5,1330123.0,0,40.8883737,-73.8307428,4845.0
Eastern Pkwy-Brooklyn Museum 2 subway 3 subway,1590190.0,1568924.0,1578613.0,1674856.0,1665524.0,1676659.0,4813.0,4835.0,4795.0,4938.0,4889.0,4915.0,6823.0,6398.0,7038.0,7794.0,7835.0,7943.0,easternpkwy-brooklynmuseum23,Eastern Parkway-Brooklyn Museum,23,1676659.0,0,40.6720456,-73.9643383,4915.0
Elder Av 6 subway,2864031.0,721362.0,1936349.0,2041453.0,2084044.0,2080228.0,9042.0,2240.0,6161.0,6377.0,6496.0,6543.0,10289.0,2675.0,7207.0,7638.0,7860.0,7534.0,elderav6,Elder Av,6* Closed for construction 	2/28/2011-10/16/2011,2080228.0,0,40.828586,-73.8792801,6543.0
Elmhurst Av  M subway R subway,4228036.0,4338857.0,4344648.0,4343633.0,4362316.0,4350714.0,13253.0,13426.0,13562.0,13597.0,13568.0,13588.0,15579.0,17039.0,17262.0,16028.0,16519.0,16279.0,elmhurstavmr,Elmhurst Av,MR,4350714.0,0,40.7424124,-73.8820696,13588.0
Euclid Av  A subway C subway,3004395.0,3100867.0,3115445.0,3323235.0,3315007.0,3509500.0,9750.0,10037.0,10169.0,10418.0,10652.0,11014.0,9545.0,10104.0,10455.0,12329.0,11016.0,12954.0,euclidavac,Euclid Av,AC,3509500.0,0,40.6753981,-73.8721132,11014.0
Far Rockaway-Mott Av A subway,1374989.0,1426835.0,1217871.0,806025.0,1486147.0,1576988.0,4662.0,4750.0,4068.0,2651.0,4748.0,4989.0,3310.0,3953.0,3639.0,2355.0,5030.0,5569.0,farrockaway-mottava,Far Rockaway-Mott Av,A*Station Closed 10/12-5/13,1576988.0,0,40.6040155,-73.7554693,4989.0
Flatbush Av-Brooklyn College 2 subway 5 subway ,6335954.0,6547958.0,6384496.0,6562226.0,6447908.0,6487608.0,21355.0,22168.0,21942.0,21941.0,21865.0,21666.0,16513.0,16775.0,16452.0,17982.0,16274.0,17805.0,flatbushav-brooklyncollege25,Flatbush Av-Brooklyn College,25,6487608.0,0,40.6328122,-73.9476442,21666.0
Flushing-Main St 7 subway,18630490.0,18967751.0,19034789.0,19102434.0,19085948.0,19082391.0,59093.0,60184.0,60540.0,60190.0,60252.0,60226.0,65497.0,67395.0,70993.0,68974.0,69065.0,68232.0,flushing-mainst7,Flushing-Main St,7,19082391.0,0,40.7596106,-73.8299704,60226.0
Flushing Av  G subway,553739.0,616083.0,655317.0,728668.0,808421.0,866803.0,1930.0,2032.0,2157.0,2373.0,2627.0,2819.0,1135.0,1810.0,2091.0,2256.0,2529.0,2716.0,flushingavg,Flushing Av,G,866803.0,0,40.6998693,-73.9501333,2819.0
Flushing Av  J subway M subway,2610974.0,2683278.0,2776360.0,2869903.0,2847691.0,2991074.0,8243.0,8477.0,8963.0,9165.0,9258.0,9483.0,9359.0,9773.0,9803.0,9788.0,9012.0,10573.0,flushingavjm,Flushing Av,JM,2991074.0,0,40.7002923,-73.9410782,9483.0
Fordham Rd  4 subway,3866249.0,3966339.0,3947625.0,3946955.0,3857749.0,3892140.0,12080.0,12330.0,12560.0,12558.0,12231.0,11982.0,14523.0,15418.0,14757.0,13711.0,13567.0,15423.0,fordhamrd4,Fordham Rd,4,3892140.0,0,40.8627709,-73.901124,11982.0
Fordham Rd  B subway D subway,3681362.0,3680312.0,3655007.0,3876601.0,4028205.0,3905346.0,11454.0,11465.0,11521.0,11878.0,12363.0,12145.0,14039.0,14161.0,14157.0,15697.0,16208.0,14902.0,fordhamrdbd,Fordham Rd,BD,3905346.0,0,40.8623814,-73.8972187,12145.0
Forest Av  M subway,1045413.0,1172881.0,1134938.0,1179301.0,1235376.0,1317289.0,3608.0,3901.0,3971.0,4103.0,4210.0,4386.0,2275.0,3344.0,2606.0,2423.0,3008.0,3678.0,forestavm,Forest Av,M,1317289.0,0,40.7044893,-73.9030552,4386.0
Forest Hills-71 Av E subway F subway M subway R subway,8137277.0,8316825.0,8342293.0,8573480.0,8585239.0,8654547.0,26494.0,27123.0,27537.0,27728.0,27784.0,28209.0,25716.0,26364.0,26787.0,27914.0,27854.0,27174.0,foresthills-71avefmr,Forest Hills-71 Av,EFMR,8654547.0,0,40.7217298,-73.8445187,28209.0
Fort Hamilton Pkwy D subway,1154051.0,1103024.0,1025285.0,1240644.0,1317172.0,1297755.0,3772.0,3640.0,3403.0,3984.0,4248.0,4260.0,3489.0,3206.0,3145.0,4101.0,4258.0,3832.0,forthamiltonpkwyd,Ft Hamilton Pkwy,D,1297755.0,0,40.6409864,-73.9942932,4260.0
Fort Hamilton Pkwy F subwayG subway,1509737.0,1292131.0,1538039.0,1688093.0,1729381.0,1792239.0,4967.0,4268.0,5092.0,5531.0,5650.0,5783.0,4500.0,3809.0,4843.0,5153.0,5345.0,5908.0,forthamiltonpkwyfg,Fort Hamilton Pkwy,"FG* Closed for construction 1/17/2011-5/23/2011,	11/14/2011-4/2/2012",1792239.0,0,40.6508201,-73.9757967,5783.0
