station,asr_10,asr_11,asr_12,asr_13,asr_14,asr_15,wkd_10,wkd_11,wkd_12,wkd_13,wkd_14,wkd_15,wke_10,wke_11,wke_12,wke_13,wke_14,wke_15,uid,name,descriptio,riders_15,lexington,latitude,longitude,wkd_17_e
103 St-Corona Plaza 7 subway,5831332.0,6095306.0,6130376.0,6314870.0,6464627.0,6527196.0,17751.0,18583.0,18984.0,19216.0,19814.0,20044.0,24002.0,25330.0,25246.0,26098.0,25974.0,26056.0,103st-coronaplaza7,103 St-Corona Plaza,7,6527196.0,0,40.7499554,-73.8626719,20044.0
103 St 1 subway,4167100.0,4302101.0,4366343.0,4427199.0,4199559.0,4258632.0,12968.0,13292.0,13557.0,13500.0,13318.0,13309.0,15798.0,17071.0,17810.0,18130.0,14644.0,15829.0,103st1,103 St,1,4258632.0,0,40.7991592,-73.9685655,13309.0
103 St 6 subway,4799555.0,4901637.0,4861001.0,5038138.0,5198601.0,4031201.0,15210.0,15673.0,15721.0,16189.0,16641.0,13057.0,17051.0,16972.0,16997.0,16793.0,17608.0,13014.0,103st6,103 St,6 *Closed for construction,4031201.0,1,40.7903058,-73.9476657,11360.0
103 St B subway C subway,1556919.0,1453267.0,1472319.0,1528633.0,1555514.0,1521132.0,4782.0,4562.0,4659.0,4760.0,4832.0,4800.0,6212.0,5410.0,5599.0,5799.0,5947.0,5458.0,103stbc,103 St,BC,1521132.0,0,40.7961215,-73.961463,4800.0
104 St  A subway,503835.0,523212.0,507774.0,516000.0,388144.0,538400.0,1693.0,1751.0,1725.0,1736.0,1333.0,1890.0,1336.0,1434.0,1401.0,1350.0,887.0,1014.0,104sta,104 St,"A* Closed for construction 5/12/2014-9/29/2014, 10/13/2014-2/2/2015",538400.0,0,40.6816469,-73.8376951,1890.0
104 St  J subway Z subway,760419.0,782115.0,755193.0,779537.0,827890.0,841545.0,2527.0,2558.0,2553.0,2575.0,2659.0,2710.0,2148.0,2416.0,2108.0,2251.0,2763.0,2774.0,104stjz,104 St,JZ,841545.0,0,40.6952166,-73.8443899,2710.0
110 St 6 subway,3722821.0,3771563.0,3740549.0,3841826.0,3955522.0,4209449.0,11630.0,11836.0,11908.0,12162.0,12452.0,13409.0,13986.0,14111.0,13944.0,13682.0,14381.0,14497.0,110st6,110 St,6,4209449.0,1,40.7947895,-73.944447,11666.0
111 St  7 subway,3457250.0,3494533.0,3473313.0,3607926.0,3659225.0,3699843.0,10457.0,10593.0,10655.0,10914.0,11091.0,11198.0,14531.0,14791.0,14741.0,15183.0,15279.0,15536.0,111st7,111 St,7,3699843.0,0,40.7515647,-73.8558269,11198.0
111 St  A subway,771073.0,798886.0,796622.0,795820.0,802831.0,767647.0,2618.0,2711.0,2728.0,2718.0,2815.0,2727.0,1930.0,2017.0,2102.0,1902.0,1558.0,1303.0,111sta,111 St,"A* Closed for construction 5/12/2014-9/29/2014, 10/13/2014-2/2/2015",767647.0,0,40.6843155,-73.832202,2727.0
111 St  J subway,781872.0,805590.0,764882.0,780300.0,802275.0,812055.0,2650.0,2683.0,2613.0,2605.0,2596.0,2627.0,1976.0,2262.0,2021.0,2130.0,2594.0,2630.0,111stj,111 St,J,812055.0,0,40.6974129,-73.8363647,2627.0
116 St-Columbia University 1 subway,4774192.0,4932065.0,4942022.0,5044561.0,4917691.0,4846181.0,15808.0,16130.0,16283.0,16363.0,16460.0,16132.0,13987.0,15481.0,16047.0,16166.0,13256.0,13547.0,116st-columbiauniversity1,116 St-Columbia U,1,4846181.0,0,40.8080275,-73.9638877,16132.0
116 St 2 subway 3 subway ,3225207.0,3439949.0,3584234.0,3715803.0,3845140.0,3948545.0,10227.0,10627.0,11100.0,11508.0,11787.0,12196.0,11325.0,13715.0,14810.0,14410.0,15500.0,15487.0,116st23,116 St,23,3948545.0,0,40.8020667,-73.9496827,12196.0
116 St 6 subway,5100170.0,5253753.0,5264035.0,5347692.0,5370343.0,5324072.0,15655.0,16206.0,16514.0,16675.0,16674.0,16702.0,20475.0,21024.0,20749.0,20263.0,20611.0,19593.0,116st6,116 St,6,5324072.0,1,40.7986394,-73.9416575,14531.0
116 St B subway C subway,1921860.0,1944599.0,2000033.0,2122084.0,2234662.0,2246138.0,5945.0,6153.0,6328.0,6594.0,7005.0,7215.0,7521.0,7051.0,7647.0,8172.0,8287.0,7514.0,116stbc,116 St,BC,2246138.0,0,40.8044381,-73.9553905,7215.0
121 St  J subway Z subway,663832.0,694567.0,664855.0,688985.0,766469.0,788674.0,2176.0,2248.0,2218.0,2222.0,2397.0,2462.0,2000.0,2249.0,1991.0,2249.0,2861.0,2973.0,121stjz,121 St,JZ,788674.0,0,40.7005038,-73.8282752,2462.0
125 St 1 subway,2358252.0,2438449.0,2560513.0,2649847.0,2578729.0,2555321.0,7243.0,7468.0,7857.0,7995.0,8077.0,7991.0,9423.0,9985.0,10889.0,11257.0,9469.0,9482.0,125st1,125 St,1,2555321.0,0,40.8155956,-73.9583516,7991.0
125 St 2 subway 3 subway ,4317843.0,4518487.0,4635697.0,4917465.0,5103216.0,5121518.0,13878.0,14101.0,14471.0,15351.0,15744.0,15986.0,14350.0,17393.0,18686.0,18547.0,20142.0,19311.0,125st23,125 St,23,5121518.0,0,40.8077514,-73.9454985,15986.0
125 St 4 subway 5 subway 6 subway,8834429.0,8868272.0,8965496.0,9290210.0,9574765.0,9586567.0,27990.0,28341.0,28913.0,29425.0,30168.0,30277.0,31536.0,30832.0,31873.0,33091.0,34840.0,34541.0,125st456,125 St,456,9586567.0,1,40.8043569,-73.9374733,26341.0
125 St A subway B subway C subway D subway,8003946.0,8173608.0,8427453.0,8932680.0,9342667.0,9558837.0,24584.0,25084.0,26276.0,27395.0,28428.0,29062.0,32174.0,33401.0,34011.0,35998.0,38766.0,39729.0,125stabcd,125 St,ABCD,9558837.0,0,40.8107885,-73.952558,29062.0
135 St 2 subway 3 subway ,4043860.0,4344677.0,4477110.0,4672352.0,4932623.0,4949583.0,13031.0,13641.0,14120.0,14690.0,15335.0,15598.0,13268.0,16289.0,17351.0,17070.0,18837.0,17916.0,135st23,135 St,23,4949583.0,0,40.8141015,-73.9408422,15598.0
135 St B subway C subway,1511387.0,1575802.0,1633467.0,1722204.0,1731602.0,1693561.0,4878.0,5145.0,5409.0,5592.0,5620.0,5575.0,5015.0,4985.0,5165.0,5516.0,5529.0,5036.0,135stbc,135 St,BC,1693561.0,0,40.8170896,-73.9480305,5575.0
137 St-City College 1 subway,4436971.0,4546654.0,4634498.0,4825267.0,4542044.0,4646578.0,14158.0,14528.0,14854.0,14947.0,14768.0,14798.0,15341.0,15799.0,16874.0,18805.0,14213.0,16107.0,137st-citycollege1,137 St-City College,1,4646578.0,0,40.8214253,-73.9542103,14798.0
138 St-Grand Concourse 4 subway 5 subway,898509.0,917911.0,939284.0,957984.0,1033559.0,1056380.0,3013.0,3076.0,3183.0,3222.0,3416.0,3480.0,2450.0,2526.0,2648.0,2540.0,3017.0,3136.0,138st-grandconcourse45,138 St-Grand Concourse,45,1056380.0,0,40.8131921,-73.9299631,3480.0
145 St 1 subway,3115174.0,3138419.0,3289827.0,3274106.0,3364151.0,3338110.0,9417.0,9510.0,9952.0,9931.0,10099.0,10112.0,13077.0,13300.0,14616.0,13589.0,14487.0,13951.0,145st1,145 St,1,3338110.0,0,40.8264752,-73.9504766,10112.0
145 St 3 subway,873390.0,981914.0,1014623.0,1073259.0,1114674.0,1137484.0,2873.0,3136.0,3273.0,3426.0,3631.0,3664.0,2580.0,3413.0,3594.0,3685.0,3495.0,3738.0,145st3,145 St,3,1137484.0,0,40.820451,-73.9361858,3664.0
145 St  A subway B subway C subway D subway,6694537.0,6948193.0,7048936.0,7432177.0,7778992.0,7923696.0,20730.0,21576.0,22125.0,22879.0,23805.0,24307.0,26068.0,27122.0,27736.0,29522.0,31573.0,31882.0,145stabcd,145 St,ABCD,7923696.0,0,40.8240396,-73.9448333,24307.0
149 St-Grand Concourse 2 subway 4 subway 5 subway,3979328.0,4169699.0,4104847.0,4427399.0,4536888.0,4424754.0,12744.0,13422.0,13599.0,14380.0,14576.0,14465.0,13577.0,14022.0,13024.0,14202.0,15326.0,13683.0,149st-grandconcourse245,149 St-Grand Concourse,245,4424754.0,0,40.8184212,-73.9267445,14465.0
14 St-Union Sq L subway N subway Q subway R subway 4 subway 5 subway 6 subway,34730692.0,34927178.0,34639575.0,35309414.0,35677468.0,35320623.0,106380.0,107352.0,108000.0,108158.0,109472.0,108440.0,142748.0,143239.0,140855.0,144163.0,144539.0,143123.0,14st-unionsqlnqr456,14 St-Union Sq,LNQR456,35320623.0,1,40.7348035,-73.9907527,94343.0
14 St A subway C subway E subway/8 Av L subway ,11795495.0,12415290.0,13044037.0,13903211.0,14340856.0,14763727.0,36777.0,38802.0,40990.0,42718.0,43953.0,45253.0,45247.0,47685.0,51356.0,55956.0,58298.0,59900.0,14stace/8avl,14 St-8 Av,ACEL,14763727.0,0,40.7397624,-74.0025759,45253.0
14 St F subway M subway 1 subway 2 subway 3 subway/6 Av L subway ,15029178.0,15199211.0,15487097.0,15844699.0,16215866.0,16121318.0,47204.0,47831.0,49237.0,49316.0,49990.0,50335.0,56113.0,56932.0,58546.0,60933.0,64712.0,61431.0,14stfm123/6avl,14 St-6 Av,FML,16121318.0,0,40.7373562,-73.9968467,50335.0
155 St  B subway D subway,1241223.0,1248295.0,1257551.0,1281168.0,1299098.0,1306282.0,3823.0,3845.0,3947.0,3948.0,4022.0,4038.0,4874.0,4979.0,4906.0,5014.0,4998.0,5059.0,155stbd,155 St,BD,1306282.0,0,40.8301122,-73.9382458,4038.0
155 St  C subway,735801.0,792465.0,798881.0,822333.0,852716.0,842826.0,2279.0,2455.0,2490.0,2529.0,2586.0,2596.0,2853.0,3112.0,3212.0,3277.0,3563.0,3326.0,155stc,155 St,C,842826.0,0,40.8309077,-73.9413786,2596.0
157 St 1 subway,3238373.0,3259408.0,3381015.0,3458058.0,3481873.0,3516545.0,9899.0,9972.0,10331.0,10677.0,10822.0,10918.0,13108.0,13380.0,14552.0,13471.0,13190.0,13403.0,157st1,157 St,1,3516545.0,0,40.8340249,-73.9448977,10918.0
15 St-Prospect Park F subway G subway,1922348.0,1449241.0,1852346.0,2005424.0,2017347.0,2011237.0,6220.0,4725.0,6018.0,6448.0,6495.0,6385.0,6219.0,4529.0,6358.0,6658.0,6651.0,7103.0,15st-prospectparkfg,15 St - Prospect Park,"FG* Closed for construction 	1/17/2011-5/23/2011, 	11/14/2011-4/2/2012",2011237.0,0,40.6606362,-73.9797665,6385.0
161 St-Yankee Stadium B subway D subway 4 subway,8434247.0,8605893.0,8831015.0,8766012.0,8961029.0,8922188.0,26159.0,26631.0,27604.0,26972.0,27541.0,27020.0,32363.0,34258.0,35820.0,35071.0,36176.0,36969.0,161st-yankeestadiumbd4,161 St-Yankee Stadium,BD4,8922188.0,0,40.827969,-73.9258432,27020.0
163 St-Amsterdam Av C subway,1193933.0,1221336.0,1230018.0,1317493.0,1390615.0,1395260.0,3663.0,3772.0,3849.0,4080.0,4271.0,4340.0,4796.0,4845.0,4881.0,5100.0,5553.0,5302.0,163st-amsterdamavc,163 St-Amsterdam Av,C,1395260.0,0,40.8359731,-73.9398551,4340.0
167 St  4 subway,2931947.0,2978748.0,3039634.0,3081534.0,3067345.0,3180274.0,9220.0,9351.0,9699.0,9904.0,9793.0,9923.0,10696.0,11089.0,11188.0,10176.0,10417.0,11942.0,167st4,167 St,4,3180274.0,0,40.835762,-73.9212942,9923.0
167 St  B subwayD subway,2907900.0,2952368.0,2972535.0,3091289.0,3245977.0,3295032.0,8839.0,9054.0,9264.0,9374.0,9906.0,10166.0,11997.0,11956.0,11924.0,12887.0,13220.0,12890.0,167stbd,E 167 St,BD,3295032.0,0,40.8344957,-73.9176464,10166.0
168 St  A subway C subway 1 subway,7325739.0,7500154.0,7503282.0,7884456.0,8090476.0,8009233.0,23572.0,24019.0,24580.0,25041.0,25659.0,25845.0,24663.0,25915.0,24960.0,27877.0,28757.0,26334.0,168stac1,168 St,AC1,8009233.0,0,40.8407621,-73.9395976,25845.0
169 St  F subway,2679080.0,2781001.0,2759602.0,2834112.0,2854274.0,2858542.0,8600.0,8949.0,8944.0,9042.0,9106.0,9138.0,9004.0,9343.0,9576.0,9758.0,9811.0,9757.0,169stf,169 St,F,2858542.0,0,40.7104426,-73.7935781,9138.0
170 St  4 subway,2950997.0,2954573.0,2980786.0,2961575.0,2941958.0,3045205.0,9234.0,9259.0,9518.0,9525.0,9403.0,9507.0,10987.0,11081.0,10952.0,9768.0,9960.0,11398.0,170st4,170 St,4,3045205.0,0,40.8402751,-73.9176464,9507.0
170 St  B subwayD subway,1940700.0,1988409.0,2032837.0,2174082.0,2297459.0,2286670.0,6054.0,6155.0,6303.0,6563.0,6988.0,7101.0,7263.0,7788.0,8324.0,9216.0,9490.0,8737.0,170stbd,170 St,BD,2297459.0,0,40.8387491,-73.9138269,7101.0
174-175 Sts  B subway D subway,1451367.0,1492092.0,1496869.0,1598189.0,1719504.0,1695879.0,4537.0,4660.0,4706.0,4885.0,5301.0,5312.0,5403.0,5651.0,5833.0,6499.0,6777.0,6271.0,174-175stsbd,174-175 Sts,BD,1695879.0,0,40.8458917,-73.9101362,5312.0
174 St  2 subway 5 subway,2239254.0,2161875.0,2152009.0,2301756.0,2374812.0,2313651.0,7227.0,7049.0,7018.0,7339.0,7599.0,7619.0,7353.0,6817.0,7210.0,7907.0,8003.0,6797.0,174st25,174 St,25,2313651.0,0,40.8373205,-73.8877344,7619.0
175 St  A subway,3783719.0,4029936.0,4028015.0,4154792.0,4187473.0,4197373.0,12078.0,12737.0,12914.0,13309.0,13460.0,13224.0,12985.0,14622.0,14568.0,13982.0,13877.0,15221.0,175sta,175 St,A,4197373.0,0,40.8465409,-73.9400697,13224.0
176 St  4 subway,1445219.0,1720629.0,1764100.0,1837995.0,1848854.0,1969221.0,4517.0,5383.0,5623.0,5905.0,5914.0,6160.0,5379.0,6484.0,6508.0,6067.0,6217.0,7318.0,176st4,176 St,4,1969221.0,0,40.8485212,-73.9117241,6160.0
181 St  1 subway,3429260.0,3171483.0,3496979.0,3608658.0,3751020.0,3779275.0,10803.0,10370.0,10978.0,11228.0,11673.0,11850.0,12292.0,9742.0,13682.0,13652.0,14173.0,13860.0,181st1,181 St,1,3779275.0,0,40.8509396,-73.9383316,11850.0
181 St A subway,3106184.0,3245786.0,3242555.0,3309493.0,3456161.0,3628174.0,9723.0,10044.0,10223.0,10404.0,10861.0,11237.0,11633.0,12852.0,12549.0,12103.0,12667.0,14129.0,181sta,181 St,A,3628174.0,0,40.8493489,-73.9337826,11237.0
182-183 Sts  B subway D subway,1495831.0,1489026.0,1447028.0,1520856.0,1604218.0,1643266.0,4550.0,4546.0,4507.0,4554.0,4813.0,5020.0,6158.0,6135.0,5807.0,6617.0,6939.0,6660.0,182-183stsbd,182-183 Sts,BD,1643266.0,0,40.856182,-73.9007378,5020.0
183 St  4 subway,1945021.0,1978737.0,1997038.0,2002633.0,2007140.0,2057944.0,6071.0,6162.0,6319.0,6360.0,6356.0,6372.0,7281.0,7591.0,7588.0,6967.0,7056.0,7944.0,183st4,183 St,4,2057944.0,0,40.8584866,-73.9039135,6372.0
18 Av  D subway,1752952.0,1654305.0,1661770.0,1954729.0,1996205.0,1925239.0,5699.0,5516.0,5544.0,6162.0,6326.0,6242.0,5480.0,4498.0,4960.0,7057.0,7032.0,6073.0,18avd,18 Av,D* Closed for construction 	10/15/2011-10/24/2011,1925239.0,0,40.6079579,-74.0017176,6242.0
18 Av  F subway,1287551.0,1306839.0,1294568.0,1313344.0,1277024.0,1392552.0,4145.0,4205.0,4220.0,4204.0,4050.0,4458.0,4193.0,4347.0,4328.0,4398.0,4465.0,4663.0,18avf,18 Av,F,1392552.0,0,40.6297996,-73.9769554,4458.0
18 Av N subway,1676056.0,1828462.0,1819255.0,1641928.0,1775695.0,1784992.0,5049.0,5469.0,5507.0,5092.0,5491.0,5502.0,7151.0,8144.0,8083.0,6296.0,6865.0,6996.0,18avn,18 Av,N,1784992.0,0,40.6206631,-73.9903879,5502.0
18 St  1 subway,2435685.0,2497134.0,2533877.0,2585522.0,2622558.0,2676304.0,7968.0,8199.0,8437.0,8505.0,8638.0,8800.0,7658.0,7753.0,7867.0,7818.0,7883.0,8145.0,18st1,18 St,1,2676304.0,0,40.7410793,-73.9978337,8800.0
190 St  A subway,1287568.0,1445656.0,1473807.0,1472564.0,1458911.0,1530460.0,3988.0,4425.0,4592.0,4546.0,4549.0,4683.0,5066.0,5996.0,5974.0,5798.0,5531.0,6230.0,190sta,190 St,A,1530460.0,0,40.8589734,-73.934083,4683.0
191 St  1 subway,2344317.0,2318562.0,2512719.0,2598961.0,2700904.0,2713440.0,7561.0,7686.0,8042.0,8258.0,8580.0,8619.0,7603.0,6654.0,9138.0,9028.0,9380.0,9434.0,191st1,191 St,1,2713440.0,0,40.8552407,-73.9293838,8619.0
1 AvL subway ,6936132.0,7050336.0,7296576.0,7735905.0,8111070.0,7702110.0,21157.0,22039.0,22436.0,23467.0,24286.0,23789.0,28914.0,26919.0,30928.0,32724.0,35580.0,30185.0,1avl,1 Av,L,7702110.0,0,40.7313564,-73.9825773,23789.0
207 St  1 subway,1875395.0,2054287.0,2205288.0,1966949.0,2049587.0,2090297.0,5917.0,6745.0,6954.0,6098.0,6336.0,6514.0,6687.0,6178.0,8484.0,7565.0,7954.0,7858.0,207st1,207 St,1,2090297.0,0,40.8646046,-73.9188695,6514.0
20 Av  D subway,1409313.0,1370001.0,1377648.0,1547029.0,1564060.0,1592525.0,4517.0,4478.0,4556.0,4859.0,4930.0,5115.0,4689.0,4197.0,4287.0,5658.0,5621.0,5252.0,20avd,20 Av,D,1592525.0,0,40.604602,-73.9982414,5115.0
20 Av  N subway,1194973.0,1220065.0,1245145.0,1286961.0,1305487.0,1279525.0,3903.0,4011.0,4091.0,4190.0,4277.0,4223.0,3702.0,3682.0,4060.0,4026.0,3946.0,3701.0,20avn,20 Av,N,1279525.0,0,40.6174707,-73.9849377,4223.0
215 St  1 subway,582955.0,583486.0,599790.0,638224.0,626312.0,615177.0,1949.0,2006.0,1996.0,2078.0,2057.0,2012.0,1610.0,1363.0,1858.0,2023.0,1893.0,1910.0,215st1,215 St,1,615177.0,0,40.8694565,-73.9152002,2012.0
219 St  2 subway 5 subway,1024424.0,1032343.0,1063058.0,1099491.0,1124522.0,1108859.0,3261.0,3337.0,3413.0,3483.0,3544.0,3529.0,3545.0,3367.0,3827.0,3889.0,4056.0,3837.0,219st25,219 St,25,1108859.0,0,40.8836044,-73.8628006,3529.0
21 St-Queensbridge F subway,2653708.0,2707275.0,2654261.0,2631860.0,2683624.0,2884831.0,8365.0,8678.0,8749.0,8761.0,8914.0,9447.0,9605.0,9202.0,8532.0,7288.0,7510.0,8754.0,21st-queensbridgef,21 St-Queensbridge,F,2884831.0,0,40.7539867,-73.9423656,9447.0
21 St  G subway,319984.0,364597.0,469173.0,422616.0,427353.0,533529.0,1050.0,1123.0,1478.0,1309.0,1265.0,1564.0,983.0,1490.0,1841.0,1636.0,1958.0,2488.0,21stg,21 St,G* Closed for construction 7/25/2014-9/2/2014,533529.0,0,40.7440707,-73.9496827,1564.0
225 St  2 subway 5 subway,1283398.0,1336790.0,1382626.0,1400377.0,1445591.0,1439495.0,4104.0,4346.0,4469.0,4479.0,4593.0,4591.0,4359.0,4246.0,4838.0,4754.0,5043.0,4935.0,225st25,225 St,25,1439495.0,0,40.8878222,-73.8604832,4591.0
231 St  1 subway,2660882.0,2731068.0,2829503.0,2757855.0,2912283.0,2966015.0,8680.0,9170.0,9187.0,8951.0,9372.0,9596.0,8160.0,7274.0,9704.0,8676.0,9568.0,9480.0,231st1,231 St,1,2966015.0,0,40.8788996,-73.9048147,9596.0
233 St  2 subway 5 subway ,1614436.0,1655372.0,1674406.0,1719181.0,1803693.0,1762923.0,5179.0,5379.0,5388.0,5473.0,5701.0,5632.0,5416.0,5277.0,5971.0,5956.0,6434.0,6007.0,233st25,233 St,25,1762923.0,0,40.8934347,-73.8573933,5632.0
238 St  1 subway ,1067352.0,902601.0,1106353.0,1092492.0,1209623.0,1240616.0,3514.0,3019.0,3612.0,3598.0,3934.0,4068.0,3134.0,2477.0,3716.0,3199.0,3801.0,3719.0,238st1,238 St,"1* Closed for construction 	4/11/2011-5/11/2011, 5/23/2011-6/24/2011",1240616.0,0,40.8850644,-73.900609,4068.0
23 St  1 subway,4517687.0,4622230.0,4654520.0,4818903.0,4883773.0,4884678.0,14379.0,14663.0,14931.0,15283.0,15542.0,15451.0,15992.0,16730.0,16990.0,17138.0,17167.0,17640.0,23st1,23 St,1,4884678.0,0,40.7441032,-73.995645,15451.0
23 St  6 subway,8925824.0,8999142.0,8901705.0,9200337.0,9033835.0,8627481.0,30929.0,31206.0,31053.0,31777.0,31212.0,29972.0,20088.0,20183.0,21335.0,20735.0,20246.0,18388.0,23st6,23 St,6,8627481.0,1,40.7402014,-73.9863968,26076.0
23 St  C subway E subway,6707382.0,7001778.0,7155940.0,7629811.0,7923005.0,7844508.0,21934.0,22900.0,23572.0,24782.0,25620.0,25731.0,20847.0,21867.0,23119.0,24391.0,25870.0,23887.0,23stce,23 St,CE,7844508.0,0,40.7452737,-73.9984989,25731.0
23 St  F subway M subway,7394628.0,7911886.0,8078511.0,8446249.0,8678810.0,8942154.0,25100.0,27049.0,27977.0,28749.0,29327.0,30652.0,18900.0,19493.0,20120.0,20880.0,22545.0,21257.0,23stfm,23 St,FM,8942154.0,0,40.7428839,-73.9927697,30652.0
23 St  N subway R subway,5998303.0,6659479.0,6805210.0,6905704.0,7348879.0,7965410.0,20007.0,22080.0,22981.0,22760.0,24060.0,25973.0,17051.0,19543.0,19597.0,20605.0,22743.0,25157.0,23stnr,23 St,NR,7965410.0,0,40.7413394,-73.9891005,25973.0
25 Av  D subway,1328491.0,1266146.0,1206526.0,1421090.0,1488192.0,1508412.0,4318.0,4220.0,4046.0,4607.0,4761.0,4886.0,4186.0,3586.0,3530.0,4536.0,5053.0,4827.0,25avd,25 Av,D,1508412.0,0,40.5976617,-73.986783,4886.0
25 St  R subway,1208827.0,1243737.0,1198226.0,1218842.0,1274939.0,1221949.0,3812.0,3915.0,3820.0,3821.0,3959.0,3847.0,4384.0,4597.0,4430.0,4500.0,4895.0,4434.0,25str,25 St,R,1221949.0,0,40.660457,-73.9980698,3847.0
28 St  1 subway,3941656.0,4093901.0,4346501.0,4548738.0,4666347.0,4665377.0,13179.0,13634.0,14597.0,15149.0,15568.0,15620.0,10974.0,11675.0,12833.0,12732.0,13004.0,12742.0,28st1,28 St,1,4665377.0,0,40.7472407,-73.993392,15620.0
28 St  6 subway,6621732.0,6741400.0,6688570.0,7076992.0,7107083.0,7214293.0,22274.0,22794.0,22715.0,23696.0,23856.0,24470.0,17775.0,17723.0,18664.0,19269.0,19026.0,18121.0,28st6,28 St,6,7214293.0,1,40.7433228,-73.9840794,21289.0
28 St  N subway R subway,3044555.0,3297714.0,3413315.0,3520209.0,3796977.0,4083143.0,10003.0,10894.0,11502.0,11607.0,12407.0,13271.0,9259.0,9803.0,9883.0,10400.0,11795.0,13006.0,28stnr,28 St,NR,4083143.0,0,40.7453062,-73.9888215,13271.0
2 Av F subway,5627896.0,5728217.0,5706955.0,5999079.0,5772265.0,5847710.0,17090.0,17364.0,17540.0,17801.0,17183.0,17355.0,23523.0,24518.0,24235.0,27022.0,25696.0,26503.0,2avf,2 Av,F,5847710.0,0,40.7233722,-73.9899802,17355.0
30 Av  N subway Q subway,4459345.0,4340888.0,4622323.0,4776709.0,4808350.0,4745260.0,13791.0,13774.0,14515.0,14802.0,14897.0,14771.0,17467.0,15563.0,18212.0,18570.0,18683.0,18131.0,30avnq,30 Av,NQ,4745260.0,0,40.7668266,-73.9214659,14771.0
33 St-Rawson St 7 subway,3729133.0,3707015.0,3752701.0,3899003.0,3892589.0,3712153.0,13660.0,13587.0,13985.0,14246.0,14256.0,13604.0,4996.0,4772.0,4920.0,5153.0,4964.0,4690.0,33st-rawsonst7,33 St,7,3712153.0,0,40.7445909,-73.931036,13604.0
33 St  6 subway,9090245.0,9220240.0,9374676.0,9756409.0,9798598.0,9701723.0,30497.0,31181.0,31877.0,32783.0,32863.0,32809.0,24751.0,24125.0,25926.0,26004.0,26363.0,24782.0,33st6,33 St,6,9701723.0,1,40.7464441,-73.9818478,28544.0
34 St-Herald Square B subway D subway F subway M subway N subway Q subway R subway,37769752.0,37731386.0,37154138.0,38213448.0,39285568.0,39541865.0,120764.0,121081.0,121120.0,122517.0,125355.0,126776.0,128763.0,127682.0,125297.0,128250.0,134816.0,132961.0,34st-heraldsquarebdfmnqr,34 St-Herald Square,BDFMNQR,39541865.0,0,40.7497929,-73.9877915,126776.0
34 St-Hudson Yards 7 subway,,,,,,692165.0,,,,,,2064.0,,,,,,3183.0,34st-hudsonyards7,34 St-Hudson Yards,7* Opened 2014,692165.0,0,40.7557422,-74.0019536,2064.0
34 St-Penn Station 1 subway 2 subway 3 subway ,26892243.0,26758623.0,27010176.0,27730331.0,28638643.0,28309160.0,87736.0,87482.0,88929.0,90042.0,92693.0,92176.0,83359.0,82935.0,87177.0,87791.0,92317.0,88770.0,34st-pennstation123,34 St-Penn Station,123,28309160.0,0,40.7510121,-73.9906025,92176.0
34 St-Penn Station A subway C subway E subway ,24265016.0,24751771.0,24851746.0,25726374.0,26493571.0,26147434.0,80009.0,81585.0,82511.0,83717.0,85634.0,84778.0,71387.0,73738.0,76888.0,80788.0,86057.0,83698.0,34st-pennstationace,34 St-Penn Station,ACE,26147434.0,0,40.7522474,-73.9934564,84778.0
36 Av  N subway Q subway,2354426.0,2246477.0,2412794.0,2462645.0,2439630.0,2394564.0,7352.0,7194.0,7669.0,7688.0,7577.0,7447.0,8899.0,7743.0,9088.0,9308.0,9385.0,9180.0,36avnq,36 Av,NQ,2394564.0,0,40.756815,-73.929534,7447.0
36 St  D subway N subway R subway,3567832.0,3659139.0,3772420.0,3826400.0,3970318.0,4138929.0,11135.0,11411.0,11946.0,12059.0,12497.0,12810.0,13595.0,14140.0,14459.0,13945.0,14553.0,16290.0,36stdnr,36 St,DNR,4138929.0,0,40.6551829,-74.0036058,12810.0
36 St M subway R subway,1128415.0,1238985.0,1257059.0,1278109.0,1307054.0,1339754.0,4003.0,4340.0,4502.0,4540.0,4597.0,4733.0,2085.0,2525.0,2454.0,2269.0,2525.0,2499.0,36stmr,36 St,MR,1339754.0,0,40.7520361,-73.9287615,4733.0
39 Av  N subway Q subway,868691.0,823763.0,930291.0,1012381.0,1104375.0,1072026.0,2833.0,2768.0,3044.0,3262.0,3504.0,3391.0,2726.0,2226.0,3110.0,3346.0,3884.0,3813.0,39avnq,39 Av,NQ,1072026.0,0,40.7528976,-73.9327312,3391.0
3 Av-138 St  6 subway,2190627.0,2280268.0,2304717.0,2443326.0,2534036.0,2531974.0,6985.0,7238.0,7326.0,7667.0,7951.0,7994.0,7575.0,8134.0,8670.0,9026.0,9364.0,9113.0,3av-138st6,3 Av-138 St,6,2531974.0,0,40.8104962,-73.9261436,7994.0
3 Av-149 St  2 subway 5 subway ,7239167.0,7232070.0,7525904.0,7310115.0,7763151.0,7363663.0,23955.0,24022.0,24580.0,24001.0,25161.0,24813.0,21053.0,20811.0,25356.0,21890.0,24819.0,19003.0,3av-149st25,3 Av-149 St,25,7363663.0,0,40.8161153,-73.9177322,24813.0
3 Av L subway,2060364.0,2048408.0,2182023.0,2310062.0,2473561.0,2386533.0,6123.0,6278.0,6532.0,6803.0,7193.0,7140.0,9385.0,8445.0,10073.0,10761.0,11875.0,10481.0,3avl,3 Av,L,2386533.0,0,40.7332751,-73.9871907,7140.0
